New_ID,Age,Sex,Date,Province,District,Tehsil,Latitude,Longitude,Total,Urban,Rural,Accommodation,StagnantWater,RiceLost,RiceLostAcre,PulseLost,PulseLostAcre,CottonLost,CottonLostAcre,SugarLost,SugarLostAcre,MaizeLost,MaizeLostAcre,VegetablesLost,VegetablesLostAcre,FodderLost,FodderLostAcre,FisheryLost,FisherLostAcre,HoneyLost,HoneyLostAcre,FarmLost,FarmLostAcre,FruitLost,FruitLostAcre
1900,54,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1895,70,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2077,19,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,"Don't know",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1834,35,Male,13092007,Sindh,Shikar Pur,Not in list,,,,,,Camp,None,76-100%,None,1-25%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26-50%,1-25%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1832,65,Male,13092007,Sindh,Shikar Pur,Not in list,,,,,,Camp,None,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"Don't know",Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2038,56,Male,12092007,Sindh,Shikar Pur,Shikarpur,27.961666666667,68.6425,154877,,,Camp,None,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"Don't know",Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2180,45,Male,1092007,Sindh,Khair Pur,Khairpur,27.535,68.766388888889,15730,,,Camp,None,76-100%,None,"Don't know",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1747,26,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2032,28,Male,12092007,Sindh,Shikar Pur,Shikarpur,27.961666666667,68.6425,154877,,,Camp,None,76-100%,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26-50%,1-25%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2047,28,Male,2092007,Sindh,Khair Pur,Khairpur,27.535,68.766388888889,15730,,,Camp,None,76-100%,None,Not applicable,None,Not applicable,Not applicable,None,Not applicable,None,Not applicable,76-100%,76-100%,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
154,65,Male,29082010,Punjab,Rajanpur, Rojhan ,28.2375,69.939722222222,277,15,262,Camp,None,76-100%,None,Not applicable,Not applicable,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
142,45,Male,29082010,Punjab,Rajanpur, Rojhan ,28.2375,69.939722222222,277,15,262,Camp,None,76-100%,None,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
894,38,Male,26082010,Punjab,Muzaffargarh,Kot Addu,30.459722222222,,1131,166,965,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
900,38,Male,26082010,Punjab,Muzaffargarh,Kot Addu,30.459722222222,,1131,166,965,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1833,49,Male,13092007,Sindh,Shikar Pur,Lakhi,27.858333333333,68.700555555556,87243,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2039,30,Male,12092007,Sindh,Shikar Pur,Shikarpur,27.961666666667,68.6425,154877,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2037,43,Male,12092007,Sindh,Shikar Pur,Shikarpur,27.961666666667,68.6425,154877,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1887,25,Male,8112010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1995,20,Male,29082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1738,25,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1744,25,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2158,30,Male,29082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1743,40,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1750,42,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1748,43,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1979,50,Male,30082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1746,56,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1970,60,Male,29082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1741,60,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1993,65,Male,30082010,Sindh,Larkana,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2095,26,Male,28082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1886,31,Male,4112010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2089,32,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1896,40,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1893,45,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1897,35,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,"Don't know",76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2048,30,Male,2092007,Sindh,Khair Pur,Not in list,,,,,,Camp,None,None,None,Not applicable,None,Not applicable,None,Not applicable,None,Not applicable,None,Not applicable,Not applicable,None,76-100%,None,Not applicable,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2218,30,Male,28082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,None,Not applicable,Not applicable,Not applicable,26-50%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2288,30,Male,29092010,Sindh,Thatha,Not in list,,,,,,Camp,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2384,52,Male,26082010,GB,Ganchi,Ghanche,,,140096.20173103,,,Camp,None,Not Aplicable,Not applicable,None,None,Not applicable,Not applicable,Not applicable,Not applicable,None,None,26-50%,None,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,None
1929,45,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,None,Not applicable,None,Not applicable,None,76-100%,None,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2086,60,Male,1032010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,None,Not applicable,Not applicable,76-100%,76-100%,Not applicable,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1935,40,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,76-100%,1-25%,76-100%,26-50%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2134,40,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1926,55,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1931,45,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,"Don't know",None,Not applicable,Not applicable,76-100%,76-100%,26-50%,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1933,35,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
139,30,Male,28082010,Punjab,Rajanpur, Rojhan ,28.2375,69.939722222222,277,15,262,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2132,25,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1925,35,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1921,25,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2133,45,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2128,60,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
885,35,Male,26082010,Punjab,Muzaffargarh, Jatoi ,29.509166666667,,633,73,560,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1919,22,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1920,22,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2127,30,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1923,42,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2126,60,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2124,25,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1973,50,Male,29082010,Sindh,Larkana,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2221,50,Male,28082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1975,40,Male,30082010,Sindh,Larkana,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
806,65,Male,26082010,Punjab,Multan, Multan Distt. ,30.189166666667,71.457777777778,1802,4060,1704,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1924,20,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2123,28,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,76-100%,None,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1997,52,Male,29082010,Sindh,Larkana,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"Don't know",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
814,35,Male,26082010,Punjab,Muzaffargarh, Jatoi ,29.509166666667,,633,73,560,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
153,45,Male,28082010,Punjab,Rajanpur, Rojhan ,28.2375,69.939722222222,277,15,262,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
152,55,Male,28082010,Punjab,Rajanpur, Rojhan ,28.2375,69.939722222222,277,15,262,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2181,55,Male,1092007,Sindh,Khair Pur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1749,23,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1745,42,Male,31082010,Sindh,Larkana,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2208,25,Male,28082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2093,26,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2078,32,Male,16092010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2079,32,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2129,35,Male,29082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2091,35,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Camp,None,Not Aplicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2294,38,Male,30092010,Sindh,Thatha,Not in list,,,,,,Collective centers (school/Public building),,51-75%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2009,46,Male,1092007,Sindh,Kamber,Not in list,,,,,,Collective centers (school/Public building),,76-100%,None,None,None,None,None,None,None,None,None,None,None,None,None,76-100%,None,None,None,None,None,None,None
2083,16,Male,30082010,Sindh,Sukkur,Not in list,,,,,,Collective centers (school/Public building),,76-100%,"Don't know",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
388,54,Male,28082010,Punjab,Rajanpur,Jampur,29.6375,70.594444444444,667,93,574,Collective centers (school/Public building),A lot,,,,,,,,,,,,,,,,,,,,,,
38,54,Male,29082010,Punjab,Rajanpur,Rajanpur,29.103888888889,70.320555555556,558,111,447,Collective centers (school/Public building),A lot,,,,,,,,,,,,,,,,,,,,,,
