AddBleach,AddWater,AgriID,AnyFishingEqupment,AnyFishorCrabPonds,AnyoneLiveingInYourDewilling,AnyOneReceivedItems,AnyOneToCultivateCrops,avoideFlooding,Barrels,Barrels1,Barrels2,Barrels3,BarrelsOther,BarrelsOther1,BarrelsOther2,BarrelsOther3,BarrelsWood,BarrelsWood1,BarrelsWood2,BarrelsWood3,Boil,BorrowCredit,BorrowingFood,Buckets,Buckets1,Buckets2,Buckets3,Buffalo,Buffalo1,Cattle,Cattle1,Cereal,Chickens,Chickens1,ChildPassedStool,ChoseFood,ChoseLess,ClayPots,ClayPots1,ClayPots2,ClayPots3,Construction,ConstructionID,CrabPonds,CrabPonds1,DarkGreen,DoesYourHouseHaveGardnnow,Donkeys,Donkeys1,donnotknow,DoyouConsider,DoyouConsider1,DoyouConsider10,DoyouConsider11,DoyouConsider12,DoyouConsider13,DoyouConsider14,DoyouConsider15,DoyouConsider16,DoyouConsider17,DoyouConsider18,DoyouConsider19,DoyouConsider2,DoyouConsider20,DoyouConsider3,DoyouConsider4,DoyouConsider5,DoyouConsider6,DoyouConsider7,DoyouConsider8,DoyouConsider9,DoYouUseNearest,DrinkingWatherInCompound,Ducks,Ducks1,DwellingIsBetter,DwellingOwnedByMem,DwellingPriorNargis,DwellingWhereHHlives,EatFewer,EatLess,EatOutSide,Egg,ExchangeItems,ExchangeWork,FaithBased,FeelSave,Fish,FishingNets,FishingNets1,FishPonds,FishPonds1,fleshMeat,FloorMaterial,FoodForWork,FoodId,GiftFromFamily,Goats,Goats1,GoodsId,GotSupport,GovernamentFood,HealthId,HHhasAnotherHouse,HotterThanBefore,HouseOption1,HouseOption2,HouseOption3,HouseOption4,HouseOption5,HowLongDoesItTake,HowLongDoesItTakeToHosp,HowManyHHShared,HowManyRooms,HowOftenMedicineAvalable,IfReducationMainReason1,IfReducationMainReason2,IfReducationMainReason24,IfReducationMainReason25,IfReducationMainReason26,IfReducationMainReason27,IfReducationMainReason3,IfReducationMainReason4,IfReducationMainReason5,IfReducationMainReason6,IfReducationMainReason7,IfReducationMainReason8,IfReducationMainReason9,IfReductionMainReason,IfReductionMainReason1,IfReductionReason,IfReductionReason1,IfReductionReason2,Inshore,Inshore1,JerryCan,JerryCan1,JerryCan2,JerryCan3,LegumesNutsSeeds,LessthanEnough,LetItStand,LiveStockNowOrHad,LocalNGO,LocalOrgWorking,MajorCosnt,MakeWaterSafe,MethodeOfWaste,MethodeOfWaste1,MethodeOfWaste2,Milk,MilkCows,MilkCows1,MonsoonPaddy,MonsoonPaddy1,MoreCrowded,NeedImprovment,NeedsID,OfficialHealthWorkerInVillage,Offshore,Offshore1,OftenHishappen,Oils,Option20,Option21,OrganMeat,Other,Other1,Other2,Other3,OtherBoats,OtherBoats1,OtherFood,OtherFruits,OtherMethod,OtherVeg,OwnProduction,Past7daysSnacks,PerennialPaddy,PerennialPaddy1,Pigs,Pigs1,Preharvist,PriorNargis,PriorNargis44,PriorNargis45,PriorNargis46,PriorNargis47,PriorNargis48,PriorNargis49,PriorNargis50,PriorNargis51,PriorNargis52,PriorNargis53,PriorNargis54,PriorNargis55,PriorNargis56,PriorNargis57,PriorNargis58,PriorNargis59,PriorNargis60,PriorNargis61,PriorNargis62,PriorNargis63,Purchases,RainySeason,ReasonToNotUseNearest,ReliefID,RepairsDewlling,ResponsibilityForFatching,RiverBoats,RiverBoats1,RoofMaterial,ShareThisFacilityWithOther,SizeOfCurrentGarden,SizeOfCurrentGarden1,SoapBarinHH,SolarDisinfection,SomeMembers,Spices,Strain,StrongestHouse,SummerPaddy,SummerPaddy1,Sweets,tblagriculture_StatisticID,tblconstruction_StatisticID,tblfood_StatisticId,tblgoods_Option1,tblgoods_Option10,tblgoods_Option11,tblgoods_Option12,tblgoods_Option13,tblgoods_Option14,tblgoods_Option15,tblgoods_Option16,tblgoods_Option17,tblgoods_Option18,tblgoods_Option19,tblgoods_Option2,tblgoods_Option3,tblgoods_Option4,tblgoods_Option5,tblgoods_Option6,tblgoods_Option7,tblgoods_Option8,tblgoods_Option9,tblgoods_StatisticID,tblhealth_StatisticID,tblNeeds_Option1,tblNeeds_Option10,tblNeeds_Option11,tblNeeds_Option12,tblNeeds_Option13,tblNeeds_Option14,tblNeeds_Option15,tblNeeds_Option16,tblNeeds_Option17,tblNeeds_Option18,tblNeeds_Option19,tblNeeds_Option2,tblNeeds_Option3,tblNeeds_Option4,tblNeeds_Option5,tblNeeds_Option6,tblNeeds_Option7,tblNeeds_Option8,tblNeeds_Option9,tblNeeds_StatisticID,tblRelief_StatisticID,tblWater_StatisticID,ThreeSourceOfIncome,ThreeSourceOfIncome1,ThreeSourceOfIncome2,TinCan,TinCan1,TinCan2,TinCan3,ToiletFacility,TypeOfDwelling,uId,UNINGO,UseWaterFilter,VitaminA,VitaminAFruit,WaitBeingSeenByDoctor,WantToReturn,WasdwellinglivedOwnedPrior,WashHandsBeforePrepFood,WaterID,WaterMainSource,WaterSource,WereThreeSourceOfIncome,WereThreeSourceOfIncome1,WereThreeSourceOfIncome2,WhatKindOfItem1,WhatKindOfItem11,WhatKindOfItem12,WhatKindOfItem2,WhatKindOfItem21,WhatKindOfItem22,WhatKindOfItem3,WhatKindOfItem31,WhatKindOfItem32,WhatKindOfItem4,WhatKindOfItem41,WhatKindOfItem42,WhatKindOfItem421,WhatKindOfItem5,WhatKindOfItem51,WhatKindOfItem52,WhatKindOfItem521,WhatKindOfItem6,WhatKindOfItem61,WhatKindOfItem62,WhatKindOfItem7,WhatWasTheSize,WhatWasTheSize1,WhenWasTheLastTime,WhiteTubers,YouCanGoInABigStorm,YouLivedBefore
2,2,5927,1,2,1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,1.00,0.00,0.00,2.00,,,,,7,11,12,,0,0,1.00,1.00,0.00,4.00,10,3637,,,7,1,,,,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,2,14,50,1,1,1,1,0,0,1,0,,,,1,7,,,,,0,2,,3566,,,,5959,0,,3563,2,1,1,2,1,1,2,30,90,,2,3,1,,,,,,2,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,2,1,1,,0,1,1,8,,,0,,,,,1,1,3545,1,,,0,7,1,1,0,1.00,0.00,0.00,48.00,,,,1,,3,1,3,,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2,2,8,3600,1,1,2,2,1,1,20.00,20.00,2,2,,0,1,,,,7,1081,1081,1081,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1081,1081,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1081,1081,1081,9,24,8,0.00,0.00,0.00,0.00,3,1,104-06,3,2,3,0,,,,2,3673,12,9,9,24,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.00,0.00,1,0,2,
2,2,5929,1,2,1,1,2,1,1.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3,0,0.00,0.00,0.00,0.00,,,,,7,,,3,0,0,1.00,0.00,0.00,10.00,1,3639,,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,2,1,1,1,0,0,1,2,,,,1,4,1,0,,,2,2,,3568,,,,5961,0,,3565,2,1,1,1,2,2,1,5,45,,1,3,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1,2,1,1,,0,1,1,8,1,3,0,,,,,2,1,3547,1,,,0,2,1,1,0,0.00,0.00,0.00,0.00,,,,0,2,2,2,2,,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,3602,2,2,,,1,2,,,1,2,,1,1,,,,2,1083,1083,1083,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1083,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1083,1083,1083,1,8,9,0.00,0.00,0.00,0.00,3,1,114-16,,2,2,0,,,,1,3675,12,13,1,8,9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,2,1,1,
2,2,5930,2,2,1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,,,2,0,0,0.00,0.00,0.00,0.00,6,3640,,,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,3,1,1,1,0,0,1,0,,,,2,3,,,,,1,2,,3569,,,,5962,0,,3566,,1,2,2,1,1,2,10,90,,0,2,,,,,,,,,,,,,1,,,,,,,,0.00,0.00,0.00,0.00,2,2,2,1,,1,1,1,8,,,0,,,,,1,1,3548,1,,,0,7,1,1,0,1.00,0.00,0.00,50.00,,,,0,2,4,2,3,,,1,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,3603,1,2,,,6,1,,,1,2,,7,1,,,,2,1084,1084,1084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1084,1084,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1084,1084,1084,8,9,,0.00,0.00,0.00,0.00,6,1,159-11,,2,1,0,15,,,1,3676,12,13,8,9,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,1,1,2,
2,2,5931,2,2,2,1,1,1,0.00,0.00,0.00,0.00,1.00,1.00,0.00,56.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,2,2,,,7,,,1,0,0,0.00,0.00,0.00,0.00,2,3641,,,1,2,,,,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,2,,,3,1,1,1,0,0,2,1,,3,,1,7,,,,,0,2,,3570,,,,5963,0,,3567,2,1,1,2,1,1,1,5,60,,3,1,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1,2,2,1,,1,1,1,6,,,0,,,7.00,7.00,1,1,3549,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,1,1,7,1,2,,,,,,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,2,1,,3604,1,1,,,2,2,,,1,2,,7,1,,,,0,1085,1085,1085,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1085,1085,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1085,1085,1085,2,9,,0.00,0.00,0.00,0.00,10,1,094-17,,2,0,0,10,,,1,3677,12,9,2,9,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,2,0,2,
2,2,5932,2,2,2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,0.00,0.00,0.00,0.00,,,,,7,12,30,9,0,0,3.00,3.00,0.00,9.00,1,3642,,,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,3,1,1,1,0,0,2,0,,,,2,7,,,,,0,2,,3571,,,,5964,0,,3568,2,1,2,2,1,1,1,30,10,,1,2,1,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1,2,1,1,,1,2,1,6,,,0,,,2640.00,2640.00,1,1,3550,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,2,3,2,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,3605,1,2,,,1,1,,,1,2,,0,1,2,,,0,1086,1086,1086,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1086,1086,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,1086,1086,2,8,,0.00,0.00,0.00,0.00,3,1,148-12,,2,1,0,15,,,1,3678,12,13,2,8,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,
2,2,5933,1,2,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,1.00,0.00,0.00,2.00,,,,,7,,,,0,0,1.00,1.00,0.00,5.00,10,3643,,,7,1,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,,,3,1,1,1,0,0,2,1,,,,1,5,,,,,1,2,,3572,,,,5965,0,,3569,2,1,1,2,1,1,1,60,60,,2,3,,,,,,,,,,,,,,,,8,,,,,0.00,0.00,0.00,0.00,0,2,1,2,,0,1,1,8,,,0,,,0.00,5.00,2,1,3551,1,,,0,7,1,1,0,3.00,0.00,0.00,48.00,,,,0,,0,1,3,2.00,2.00,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,2,,3606,1,1,1,1,9,1,5.00,5.00,1,2,,0,1,,5.00,5.00,1,1087,1087,1087,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1087,1087,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1087,1087,1087,2,8,,0.00,0.00,0.00,0.00,3,1,104-07,3,2,0,0,15,,,1,3679,12,9,2,8,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5.00,5.00,1,0,2,
2,2,5935,1,2,1,1,1,1,1.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,0,0.00,0.00,0.00,0.00,,,,,7,2,0,3,0,0,1.00,0.00,0.00,15.00,1,3645,,,1,1,,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,,2,1,1,1,0,0,1,0,,3,,2,3,0,1,,,0,2,,3574,,,,5967,0,,3571,2,1,1,1,2,2,1,5,45,,1,3,,,,1,,1,,,,,,,,,,8,,,,,0.00,0.00,0.00,0.00,2,2,1,1,,0,1,1,8,,3,0,,,2.00,5.00,2,1,3553,1,,,0,2,1,1,0,0.00,0.00,0.00,0.00,,,,1,2,2,,2,,,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,2,8,3608,2,1,0,1,1,2,,20.00,1,2,,1,1,,,,3,1089,1089,1089,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1089,1089,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1089,1089,1089,2,8,9,0.00,0.00,0.00,0.00,3,1,114-17,,2,2,1,,,,1,3681,12,13,2,8,9,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,20.00,3,1,1,
2,2,5937,2,2,1,1,1,1,0.00,0.00,0.00,0.00,2.00,2.00,0.00,112.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,3,3,,,7,20,50,1,0,0,0.00,0.00,0.00,0.00,1,3647,,,2,2,,,,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,2,15,25,3,1,1,1,0,0,2,4,,3,,1,7,,,,,1,2,,3576,,,,5969,0,,3573,2,1,1,1,1,1,2,5,45,,1,1,1,,,,,,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,,1,1,1,8,,1,0,,,8.00,8.00,1,1,3555,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,1,7,1,2,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,1,,3610,1,2,,,1,2,,,1,2,,7,1,,,,3,1091,1091,1091,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1091,1091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1091,1091,1091,2,1,,0.00,0.00,0.00,0.00,10,1,094-18,,1,0,0,10,,,1,3683,12,9,2,1,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,,2,1,2,
2,2,5938,1,2,2,1,1,2,2.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,1.00,0.00,0.00,2.00,3,3,,,7,30,12,2,0,0,1.00,1.00,0.00,5.00,10,3648,,,4,1,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,19,35,3,1,1,1,0,0,1,2,,,,2,2,,,,,3,2,,3577,,,,5970,0,,3574,2,1,1,1,1,1,2,60,60,,,2,6,,,,,,1,,,,,,,,,4,,,,,0.00,0.00,0.00,0.00,1,2,1,1,,0,1,1,8,,,3,,,2.00,7.00,1,1,3556,1,,,0,7,1,1,0,1.00,1.00,0.00,48.00,,,,1,,3,1,4,2.00,2.00,1,1,,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,2,9,3611,1,2,1,1,1,1,20.00,20.00,2,2,,0,2,,7.00,7.00,0,1092,1092,1092,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1092,1092,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1092,1092,1092,2,24,,0.00,0.00,0.00,0.00,3,1,104-08,3,1,1,0,,,,2,3684,12,9,2,24,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,20.00,20.00,1,0,2,
2,2,5939,2,2,2,1,1,1,0.00,0.00,0.00,0.00,1.00,1.00,0.00,56.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,2,2,7,20,50,2,0,0,0.00,0.00,0.00,0.00,1,3649,,,0,2,,,,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,2,,,3,1,1,1,0,0,2,0,,3,,1,7,,,,,2,6,,3578,,,,5971,0,,3575,2,1,1,1,2,1,2,5,45,,1,1,1,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,,1,1,1,6,,3,0,,,6.00,6.00,1,1,3557,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,2,1,7,1,2,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,1,,3612,1,1,,,1,2,,,1,2,,7,1,,,,3,1093,1093,1093,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1093,1093,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1093,1093,1093,2,1,8,0.00,0.00,0.00,0.00,10,1,094-19,,2,0,0,10,,,1,3685,12,9,2,1,8,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,2,3,2,
2,2,5940,2,2,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3,0,0.00,0.00,0.00,0.00,,,,,7,0,23,,0,0,1.00,0.00,0.00,10.00,10,3650,,,1,1,,,,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,2,2,,,3,1,1,1,0,0,1,0,,,,2,7,,,,,0,2,1,3579,,,,5972,0,,3576,2,1,2,2,2,1,1,40,60,5,2,,1,,,,,,,,,,,,,,,8,8,,,,0.00,0.00,0.00,0.00,0,2,1,1,,1,1,1,8,,,0,,,1.00,5.00,1,1,3558,,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,,1,,2,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,,2,8,3613,1,1,,,1,1,10.00,10.00,1,2,,2,1,,1.00,1.00,1,1094,1094,1094,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1094,1094,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1094,1094,1094,11,24,,0.00,0.00,0.00,0.00,11,1,104-09,2,2,0,0,,,,2,3686,12,13,9,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10.00,10.00,1,0,2,
2,2,5941,1,2,1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,0.00,0.00,0.00,0.00,,,,,7,11,100,2,0,0,2.00,2.00,0.00,16.00,1,3651,,,2,2,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,3,1,1,1,0,0,2,0,,3,,1,7,0,1,,,0,6,2,3580,,,,5973,0,,3577,2,1,2,1,1,2,2,1,60,,0,1,1,,,4,,4,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,2,2,1,,1,2,1,6,,1,0,,,,,1,1,3559,2,,,0,0,1,1,0,0.00,0.00,0.00,0.00,,,,0,1,7,,3,,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,3614,1,2,0,1,2,1,,,1,2,,7,1,,,,3,1095,1095,1095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1095,1095,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1095,1095,1095,1,8,24,0.00,0.00,0.00,0.00,10,1,094-06,,2,0,0,30,2,1,1,3687,12,13,1,8,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,1,2,
2,2,5942,2,2,1,1,2,2,1.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,0,0.00,0.00,0.00,0.00,,,,,7,,,3,1,0,1.00,0.00,0.00,10.00,1,3652,,,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,2,1,1,1,1,1,1,0,,,,2,4,,,,,1,2,,3581,,,,5974,0,,3578,2,1,1,2,2,2,2,5,30,,0,3,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1,1,1,1,,0,1,1,8,,1,0,,,,,1,1,3560,1,,,0,2,1,1,0,0.00,0.00,0.00,0.00,,,,2,2,2,,2,,,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,,3615,2,1,,,1,2,,,1,2,1,0,1,,,,1,1096,1096,1096,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1096,1096,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1096,1096,1096,8,9,10,0.00,0.00,0.00,0.00,3,2,114-08,,2,3,1,10,,,1,3688,12,13,8,9,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,,2,1,1,
2,2,5944,2,2,1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,0,6,6,1,0,0.00,0.00,0.00,0.00,1,3654,,,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,3,1,1,1,0,0,2,0,,,,2,4,,,,,0,2,,3583,,,,5976,0,,3580,,1,2,2,1,1,2,20,90,,0,2,1,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,1,2,1,,1,2,1,8,,,0,,,,,1,1,3562,1,,,0,7,1,1,0,1.00,0.00,0.00,20.00,,,,0,2,3,2,3,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,3617,1,3,,,1,,,,1,2,1,7,1,,,,1,1098,1098,1098,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1098,1098,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1098,1098,1098,8,,,0.00,0.00,0.00,0.00,12,1,159-12,,2,2,0,15,,,1,3690,12,13,8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,3,2,
2,2,5948,2,2,2,1,1,2,2.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,,,2,0,0,1.00,1.00,0.00,50.00,1,3658,,,0,1,,,,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,2,,,3,1,1,1,0,0,1,0,,,,1,5,,,,,0,2,,3587,,,,5980,0,,3584,2,1,2,1,1,1,2,5,120,,1,3,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,2,2,1,2,,1,1,1,6,,,0,,,5.00,5.00,1,1,3566,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,2,2,1,2,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,1,,3621,1,2,,,1,2,30.00,40.00,1,2,,7,1,,,,3,1102,1102,1102,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1102,1102,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1102,1102,1102,2,,,0.00,0.00,0.00,0.00,3,1,114-19,,2,0,0,15,,,1,3694,12,13,2,,,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,30.00,40.00,1,1,2,
2,2,5949,2,2,2,1,2,1,0.00,0.00,0.00,0.00,1.00,1.00,0.00,56.00,0.00,0.00,0.00,0.00,1,3,0,0.00,0.00,0.00,0.00,,,,,7,9,60,1,0,0,0.00,0.00,0.00,0.00,1,3659,,,5,2,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,,,3,1,1,1,0,0,2,0,,2,,1,7,,,,,2,6,,3588,,,,5981,0,,3585,2,1,1,2,1,1,1,8,50,,2,1,1,,,,,,,,,,,,1,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,,1,1,1,8,,1,0,,,,,1,1,3567,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,3,1,7,,2,,,2,8,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,3622,1,2,,,1,2,,,1,2,,7,1,,,,3,1103,1103,1103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1103,1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1103,1103,1103,8,1,,0.00,0.00,0.00,0.00,10,1,094-20,,2,0,0,15,,,1,3695,12,9,8,1,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,2,0,2,
